"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WT01","WT11"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-10-20",,,"0.00",,,,"82","55","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-10-21",,,"0.04",,,,"57","51","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-10-22",,,"0.76",,,,"61","52","60",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-10-23",,,"0.17",,,,"60","51","59",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-10-24",,,"0.41",,,,"61","51","60",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-10-25",,,"0.05",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-10-26",,,"0.00",,,,"66","49","61",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-10-27",,,"0.00",,,,"65","51","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-10-28",,,"0.00",,,,"64","53","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-10-29",,,"0.00",,,,"61","53","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-10-30",,,"0.00",,,,"59","52","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-10-31",,,"0.16",,,,"59","54","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-01",,,"0.30",,,,"61","53","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-02",,,"0.00",,,,,"48","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-03",,,"0.00",,,,"69","48","62",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-04",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-05",,,"0.00",,,,"81","49","75",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-06",,,"0.00",,,,"77","60","68",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-07",,,"0.00",,,,,"54","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-08",,,"0.11",,,,"58","52","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-09",,,"0.01",,,,"58",,"52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-10",,,"0.00",,,,"58","44","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-11",,,"0.00",,,,"59","48","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-12",,,"0.00",,,,"62","44","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-13",,,"0.00",,,,"63","54","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-14",,,"0.00",,,,"61","53","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-15",,,"0.00",,,,"64","55","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-16",,,"0.69",,,,"61","54","59",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-17",,,"0.84",,,,"61","54","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-18",,,"0.00",,,,"59","50","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-19",,,"0.00",,,,"62","52","59",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-20",,,"0.54",,,,"62","52","60",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-21",,,"0.54",,,,"61","57","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-22",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-23",,,"0.00",,,,"63","57","62",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-24",,,"0.00",,,,"67","51","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-25",,,"0.00",,,,"67","51","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-26",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-27",,,"0.00",,,,"66","48","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-28",,,"0.82",,,,"66","48","59",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-29",,,"0.22",,,,"66","48","61",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-11-30",,,"1.91",,,,"67","49","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-01",,,"1.24",,,,"61","56","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-02",,,"1.16",,,,"59","54","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-03",,,"0.00",,,,"57","46","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-04",,,"0.00",,,,"62","55","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-05",,,"1.15",,,,"63","50","59",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-06",,,"0.00",,,,"61","50","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-07",,,"0.00",,,,"61","46","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-08",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-09",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-10",,,"0.00",,,,"61","44","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-11",,,"0.03",,,,"56","45","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-12",,,"0.06",,,,"54","45","51",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-13",,,"0.00",,,,"51","39","47",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-14",,,"0.03",,,,"51","34","44",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-15",,,"0.12",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-16",,,"0.08",,,,"51","31","50",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-17",,,"0.24",,,,"57","39","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-18",,,"0.00",,,,"53","37","48",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-19",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-20",,,"0.00",,,,"57","38","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-21",,,"0.24",,,,"59","51","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-22",,,"0.89",,,,"55","49","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-23",,,"1.48",,,,"56","46","48",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-24",,,"0.00",,,,"51","47","51",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-25",,,"1.18",,,,"51","42","47",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-26",,,"0.24",,,,"53","46","51",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-27",,,"0.00",,,,"52","46","51",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-28",,,"0.42",,,,"52","42","47",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-29",,,"0.19",,,,"50","41","48",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-30",,,"0.00",,,,"50","41","47",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2012-12-31",,,"0.00",,,,"50","35","48",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-01",,,"0.00",,,,"53","37","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-02",,,"0.00",,,,"53","36","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-03",,,"0.00",,,,"53","37","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-04",,,"0.00",,,,"53","38","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-05",,,"0.32",,,,"53","41","50",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-06",,,"0.01",,,,"52","44","50",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-07",,,"0.00",,,,"53","41","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-08",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-09",,,"0.00",,,,"56","42","48",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-10",,,"0.00",,,,"56","41","47",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-11",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-12",,,"0.00",,,,"55","39","46",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-13",,,"0.00",,,,"46","42","45",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-14",,,"0.00",,,,"48","32","45",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-15",,,"0.00",,,,"51","36","51",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-16",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-17",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-18",,,"0.00",,,,"59","35","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-19",,,"0.00",,,,"61","35","59",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-20",,,"0.00",,,,"61","35","60",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-21",,,"0.00",,,,"61","35","48",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-22",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-23",,,"0.23",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-24",,,"0.00",,,,"57","54","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-25",,,"0.00",,,,"56","46","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-26",,,"0.00",,,,"58","49","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-27",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-28",,,"0.00",,,,"53","43","49",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-29",,,"0.00",,,,"53","44","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-30",,,"0.00",,,,"52","40","50",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-01-31",,,"0.00",,,,"58","42","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-01",,,"0.00",,,,"62","41","59",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-02",,,"0.00",,,,"59","49","50",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-03",,,"0.00",,,,"54","41","51",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-04",,,"0.00",,,,"62","41","49",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-05",,,"0.00",,,,"52","46","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-06",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-07",,,"0.31",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-08",,,"0.26",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-09",,,"0.00",,,,"53","38","50",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-10",,,"0.00",,,,"50","38","50",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-11",,,"0.00",,,,"59","38","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-12",,,"0.00",,,,"54","42","50",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-13",,,"0.00",,,,"54","42","49",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-14",,,"0.00",,,,"58","44","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-15",,,"0.00",,,,"64","44","64",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-16",,,"0.00",,,,"66","45","65",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-17",,,"0.00",,,,"66","44","64",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-18",,,"0.00",,,,"66","45","48",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-19",,,"0.29",,,,"52","37","46",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-20",,,"0.00",,,,"52","38","45",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-21",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-22",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-23",,,"0.00",,,,"52","45","50",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-24",,,"0.00",,,,"56","38","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-25",,,"0.00",,,,"55","39","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-26",,,"0.00",,,,"57","43","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-27",,,"0.00",,,,"53","41","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-02-28",,,"0.00",,,,"56","48","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-01",,,"0.00",,,,"56","44","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-02",,,"0.00",,,,"61","45","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-03",,,"0.00",,,,"56","51","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-04",,,"0.00",,,,"56","47","51",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-05",,,"0.15",,,,"56","43","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-06",,,"0.06",,,,"58","48","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-07",,,"0.08",,,,"57","42","49",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-08",,,"0.00",,,,"56","44","50",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-09",,,"0.00",,,,"55","41","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-10",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-11",,,"0.00",,,,"55","43","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-12",,,"0.00",,,,"55","47","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-13",,,"0.00",,,,"56","44","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-14",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-15",,,"0.00",,,,"60","44","60",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-16",,,"0.00",,,,"60","48","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-17",,,"0.00",,,,"58","46","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-18",,,"0.00",,,,"57","45","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-19",,,"0.06",,,,"58","46","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-20",,,"0.06",,,,"58","46","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-21",,,"0.00",,,,"58","42","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-22",,,"0.00",,,,"60","40","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-23",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-24",,,"0.00",,,,"63","40","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-25",,,"0.00",,,,"63","40","49",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-03-26",,,"0.00",,,,"60","48","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-01",,,"0.40",,,,"80","49","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-02",,,"0.00",,,,"71","49","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-03",,,"0.00",,,,"62","48","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-04",,,"0.43",,,,"62","48","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-05",,,"0.00",,,,"61","46","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-06",,,"0.00",,,,"63","53","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-07",,,"0.02",,,,"60","53","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-08",,,"0.00",,,,"57","48","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-09",,,"0.00",,,,"69","46","67",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-10",,,"0.00",,,,"67","49","63",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-11",,,"0.00",,,,"63","48","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-12",,,"0.00",,,,"60","48","59",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-13",,,"0.00",,,,"59","46","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-14",,,"0.00",,,,"58","46","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-15",,,"0.00",,,,"58","45","50",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-16",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-17",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-18",,,"0.00",,,,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-19",,,"0.00",,,,"67","43","61",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-20",,,"0.00",,,,"68","48","61",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-21",,,"0.00",,,,"65","46","60",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-22",,,"0.00",,,,"67","48","65",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-23",,,"0.00",,,,"66","47","62",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-24",,,"0.00",,,,"62","48","50",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-25",,,"0.00",,,,"59","50","59",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-26",,,"0.00",,,,"59","51","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-27",,,"0.00",,,,"56","49","51",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-28",,,"0.00",,,,"56","49","51",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-29",,,"0.00",,,,"57","47","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-04-30",,,"0.00",,,,"67","49","60",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-05-01",,,"0.00",,,,"66","48","62",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-05-02",,,"0.00",,,,,"54",,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-05-03",,,"0.00",,,,"75","51","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-05-04",,,"0.00",,,,"65","54","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-05-05",,,"0.00",,,,"65","50","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-05-06",,,"0.00",,,,"67","52","63",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-05-07",,,"0.00",,,,"64","58","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-05-08",,,"0.00",,,,"64","53","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-05-09",,,"0.00",,,,"64","52","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-05-10",,,"0.00",,,,"56","50","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-05-11",,,"0.00",,,,"58","50","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2013-05-12",,,"0.00",,,,"59","50","57",,
